Cassipoureaceae J. Agardh	Theoria Syst. Pl.: 246. Apr-Sep 1858.	
Cassythaceae Bartl. ex Lindl.	Nix. Pl.: 15. 17 Sep 1833	nom. cons.
Castelaceae J. Agardh	Theoria Syst. Pl.: 181. Apr-Sep 1858.	
Casuarinaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 571. 19 Jul 1814	nom. cons.
Catesbaeaceae Martinov	Tekhno-Bot. Slovar: 111. 3 Aug 1820.	
Cathedraceae Tiegh.	in Bot. Jahresber. (Just) 25(2): 406. 19 Jan 1900.	
Caucalidaceae Bercht. & J. Presl	Přir. Rostlin: 259. Jan-Apr 1820.	
Cecropiaceae C. C. Berg	in Taxon 27: 39. 23 Mar 1978.	
Cedraceae Vest	Anleit. Stud. Bot.: 265, 280. 1818.	
Cedrelaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 595, 596. 19 Jul 1814.	
Celastraceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 554. 19 Jul 1814	nom. cons.
Celosiaceae Martinov	Tekhno-Bot. Slovar: 117. 3 Aug 1820.	
Celtidaceae Endl.	Ench. Bot.: 171. 15-21 Aug 1841.	
Cenchrinaceae Link	Hort. Berol. 1: 9, 268. 1 Oct-27 Nov 1827.	
Centaureaceae Bercht. & J. Presl	Přir. Rostlin: 255. Jan-Apr 1820.	
Centrolepidaceae Endl.	Gen. Pl.: 119. Dec 1836	nom. cons.
Centroplacaceae Doweld & Reveal	in J. L. Reveal, Bot. Rev. (Lancaster) 71: 48. 20 Mai 2005.	
Cepaceae Salisb.	Gen. Pl.: 88. 1866.	
Cephalanthaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 6: 86. Oct-Dec 1820.	
Cephalotaceae Dumort.	Anal. Fam. Pl.: 59, 61. 1829	nom. cons.
Cephalotaxaceae Neger	Nadelhölzer: 23, 30. Oct-Nov 1907	nom. cons.
Cerastiaceae Vest	Anleit. Stud. Bot.: 271, 292. 1818.	
Ceratoniaceae Link	Handbuch 2: 135. 4-11 Jul 1829.	
Ceratophyllaceae Gray	Nat. Arr. Brit. Pl. 2: 395, 554. 10 Jan 1822	nom. cons.
Ceratopteridaceae Underw.	Our Native Ferns, ed. 6: 65, 78. Jul-Aug 1900.	
Cerberaceae Martinov	Tekhno-Bot. Slovar: 119. 3 Aug 1820.	
Cercidiphyllaceae Engl.	Syllabus, ed. 5: 126. Jul 1907	nom. cons.
Cercocarpaceae J. Agardh	Theoria Syst. Pl.: 287. Apr-Sep 1858.	
Cercodiaceae Juss.	in F. Cuvier, Dict. Sci. Nat. 7: 441. 24 Mai 1817.	
Cereaceae DC. & Spreng.	Elem. Philos. Bot.: 142. Jul 1821.	
Cerinthaceae Bercht. & J. Presl	Přir. Rostlin: 244. Jan-Apr 1820.	
Ceroxylaceae Vines	Stud. Text-book Bot. 2: 544. Mar 1895.	
Cestraceae Schltdl.	in Linnaea 8: 250. Jan-Jul 1833.	
Cevalliaceae Griseb.	Grundr. Syst. Bot.: 136. 1-2 Jun 1854.	
Chaeturaceae Link	Hort. Berol. 1: 106, 269. 1 Oct-27 Nov 1827.	
Chailletiaceae Link	Handbuch 2: 123. 4-11 Jul 1829.	
Chamaedoreaceae O. F. Cook	in Contr. U.S. Natl. Herb. 16: 252. 14 Mai 1913.	
Chamaemoraceae Lilja	Skånes Fl., ed. 2: 349, 980. Apr-Dec 1870.	
Chamelauciaceae DC. ex F. Rudolphi	Syst. Orb. Veg.: 55. 5-12 Jul 1830.	
Chaunochitonaceae Tiegh.	in Bot. Jahresber. (Just) 25(2): 406. 19 Jan 1900.	
Cheilanthaceae B. K. Nayar	in Taxon 19: 233. 29 Apr 1970.	
Cheilosaceae Doweld	Tent. Syst. Pl. Vasc.: xxxi. 23 Dec 2001.	
Cheiropleuriaceae Nakai	in Bot. Mag. (Tokyo) 42: 210. Apr 1928.	
Chelidoniaceae Martinov	Tekhno-Bot. Slovar: 124. 3 Aug 1820.	
Chelonaceae Martinov	Tekhno-Bot. Slovar: 124. 3 Aug 1820.	
Chenopodiaceae Vent.	Tabl. Règne Vég. 2: 253. 5 Mai 1799	nom. cons.
Chimonanthaceae Perleb	Clav. Class.: 33. Jan-Mar 1838.	
Chingithamnaceae Hand.-Mazz.	in Sinensia 2: 126. Apr-Mai 1932.	
Chionographidaceae Takht.	in Bot. Zhurn. (Moscow & Leningrad) 81(2): 85. Mai-Jun 1996.	
Chiranthodendraceae A. Gray	in Proc. Amer. Acad. Arts 22: 303. 4 Mar 1887.	
Chironiaceae Bercht. & J. Presl	Přir. Rostlin 1(104-114): 1, 36. 1823.	
Chloanthaceae Hutch.	Fam. Fl. Pl., ed. 2: 396. 4 Jun 1959.	
Chloranthaceae R. Br. ex Sims	in Bot. Mag. 48: ad t. 2190. 1 Nov 1820	nom. cons.
Chloridaceae Bercht. & J. Presl	Přir. Rostlin: 265. Jan-Apr 1820.	
Chlorogalaceae Doweld & Reveal	in J. L. Reveal, Bot. Rev. (Lancaster) 71: 53. 20 Mai 2005.	
Chondrosaceae Link	Hort. Berol. 1: 269. 1 Oct-27 Nov 1827.	
Christenseniaceae Ching	in Bull. Fan Mem. Inst. Biol., Bot. 10: 227. 25 Dec 1940.	
Chrysobalanaceae R. Br.	in J. H. Tuckey, Narr. Exped. Zaire: 433. 5 Mar 1818	nom. cons.
Chrysospleniaceae Bercht. & J. Presl	Přir. Rostlin: 259. Jan-Apr 1820.	
Cibotiaceae Korall	in A. Smith et al., Taxon 55: 712. 21 Sep 2006.	
Ciceraceae Steele	Handb. Field Bot.: xx, 63. 1847.	
Cichoriaceae Juss.	Gen. Pl.: 168. 4 Aug 1789	nom. cons.
Cimicifugaceae Arn.	in Bromhead in Mag. Nat. Hist., n.s., 4: 336, 338. Jul 1840.	
Cinchonaceae Batsch	Tab. Affin. Regni Veg.: 234. 2 Mai 1802.	
Circaeaceae Bercht. & J. Presl	Přir. Rostlin: 232. Jan-Apr 1820.	
Circaeasteraceae Hutch.	Fam. Fl. Pl. 1: 98. 15 Jan 1926	nom. cons.
Cissaceae Drejer	Comp. Medic. Bot.: 45. 1840.	
Cistaceae Juss.	Gen. Pl.: 294. 4 Aug 1789	nom. cons.
Citraceae Roussel	Fl. Calvados, ed. 2: 271. 1806.	
Clematidaceae Martinov	Tekhno-Bot. Slovar: 134. 3 Aug 1820.	
Cleomaceae Bercht. & J. Presl	Prir. Rostlin 2(64): 253. 1825.	
Clethraceae Klotzsch	in Linnaea 24: 12. Mai 1851	nom. cons.
Clusiaceae Lindl.	Nat. Syst. Bot., ed. 2: 74. 13 Jun 1836	nom. cons., nom. alt.: Guttiferae.
Cneoraceae Vest	Anleit. Stud. Bot.: 267, 285. 1818	nom. cons.
Cnestidaceae Raf.	Med. Fl. 2: 113. Mai-Dec 1830.	
Cnicaceae Vest	Anleit. Stud. Bot.: 273, 297. 1818.	
Cobaeaceae D. Don	in Edinburgh Philos. J. 10: 111. Jan 1824.	
Cochlospermaceae Planch.	in London J. Bot. 6: 305. Jun-Jul 1847	nom. cons.
Cocosaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 316. 30 Jan-10 Feb 1832.	
Coffeaceae Batsch	Tab. Affin. Regni Veg.: 233. 2 Mai 1802.	
Colchicaceae DC.	Essai Propr. Méd. Pl.: 56. Jul 1804	nom. cons.
Coleanthaceae Link	in L. K. G. Pfeiffer, Nomencl. Bot. 1(2): 818. ante 3 Oct 1873.	
Coleogynaceae J. Agardh	Theoria Syst. Pl.: 171. Apr-Sep 1858.	
Colocasiaceae Vines	Stud. Text-book Bot. 2: 541. Mar 1895.	
Columelliaceae D. Don	in Edinburgh New Philos. J. 6: 46, 49. Oct-Dec 1828	nom. cons.
Combretaceae R. Br.	Prodr.: 351. 27 Mar 1810	nom. cons.
Commelinaceae Mirb.	Hist. Nat. Pl. 8: 177. 1804	nom. cons.
Comocladiaceae Martinov	Tekhno-Bot. Slovar: 144. 3 Aug 1820.	
Compositae Giseke	Prael. Ord. Nat. Pl.: 538. Apr 1792	nom. cons., see Asteraceae.
Compsoaceae Horan.	Prim. Lin. Syst. Nat.: 51. 2 Nov 1834.	
Conantheraceae Endl.	in L. K. G. Pfeiffer, Nomencl. Bot. 1: 839. 21 Feb 1873.	
Connaraceae R. Br.	in J. H. Tuckey, Narr. Exped. Zaire: 431. 5 Mar 1818	nom. cons.
Conostylidaceae Takht.	Sist. Magnoliof. [Syst. Magnolioph.]: 313. 24 Jun 1987.	
Convallariaceae Horan.	Prim. Lin. Syst. Nat.: 53. 2 Nov 1834.	
Convolvulaceae Juss.	Gen. Pl.: 132. 4 Aug 1789	nom. cons.
Cordiaceae R. Br. ex Dumort.	Anal. Fam. Pl.: 20, 25. 1829	nom. cons.
Coriandraceae Burnett	Outl. Bot.: 773, 783, 1093, 1128. Feb 1835.	
Coriariaceae DC.	Prodr. 1: 739. med. Jan 1824	nom. cons.
Coridaceae J. Agardh	Theoria Syst. Pl.: 332. Apr-Sep 1858.	
Cornaceae Bercht. & J. Presl	Přir. Rostlin 2: 91, 92. 1825	nom. cons.
Corokiaceae Kapil ex Takht.	Diver. Class. Fl. Pl.: 374. 24 Apr 1997.	
Coronillaceae Martinov	Tekhno-Bot. Slovar: 162. 3 Aug 1820.	
Corrigiolaceae Dumort.	Anal. Fam. Pl.: 44, 49. 1829.	
Corsiaceae Becc.	in Malesia 1: 238. Sep 1878	nom. cons.
Corylaceae Mirb.	Elém. Physiol. Vég. Bot. 2: 906. 24-30 Jun 1815	nom. cons.
Corynocarpaceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. Nachtr. 1: 215. Oct 1897	nom. cons.
Coryphaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 317. 30 Jan-10 Feb 1832.	
Costaceae Nakai	in J. Jap. Bot. 17: 203. Apr 1941.	
Cotyledonaceae Martinov	Tekhno-Bot. Slovar: 168. 3 Aug 1820.	
Coulaceae Tiegh.	in Bot. Jahresber. (Just) 23(2): 311 ["313"]. Oct-Dec 1897.	
Coutareaceae Martinov	Tekhno-Bot. Slovar: 168. 3 Aug 1820.	
Coutoubeaceae Martinov	Tekhno-Bot. Slovar: 168. 3 Aug 1820.	
Crassulaceae J. St.-Hil.	Expos. Fam. Nat. 2: 123. Feb-Apr 1805	nom. cons.
Crescentiaceae Dumort.	Anal. Fam. Pl.: 20, 24. 1829.	
Cressaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 8: 270. 1821.	
Crinaceae Vest	Anleit. Stud. Bot.: 267, 283. 1818.	
Crocaceae Vest	Anleit. Stud. Bot.: 266, 283. 1818.	
Croomiaceae Nakai	Iconogr. Pl. As. Orient. 2: 159. Nov 1937.	
Crossosomataceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. Nachtr. 1: 185. Aug 1897	nom. cons.
Crotonaceae J. Agardh	Theoria Syst. Pl.: 258. Spr-Sep 1858.	
Cruciferae Juss.	Gen. Pl.: 237. 4 Aug 1789	nom. cons.: see Brassicaceae.
Cryptaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 5: 349. Jul-Sep 1820.	
Crypteroniaceae A. DC.	in A. P. de Candolle & A. L. P. P. de Candolle, Prodr. 16(2): 677. Jul 1868	nom. cons.
Cryptocorynaceae J. Agardh	Theoria Syst. Pl.: 32. Apr-Sep 1858.	
Cryptogrammaceae Pic. Serm.	in Webbia 17: 299. 20 Apr 1963.	
Cryptomeriaceae Gorozh.	Lekts. Morf. Sist. Archegon.: 88. 14 Apr-13 Mai. 1904.	
Ctenolophonaceae Exell & Mendonça	Consp. Fl. Angol. 1: 248, 392. 20 Aug 1951.	
Cucurbitaceae Juss.	Gen. Pl.: 393. 4 Aug 1789	nom. cons.
Culcitaceae Pic. Serm.	in Webbia 24: 702. 28 Apr 1970.	
Cunninghamiaceae Siebold & Zucc.	Fl. Jap. 2: 1, 3. 1842.	
Cunoniaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 548. 19 Jul 1814	nom. cons.
Cupressaceae Gray	Nat. Arr. Brit. Pl. 2: 222, 225. 10 Jan 1822	nom. cons.
Curcumaceae Dumort.	Anal. Fam. Pl.: 56. 1829.	
Curtisiaceae Takht.	Sist. Magnoliof. [Syst. Magnolioph.]: 214. 24 Jun 1987.	
Cuscutaceae J. Dumort.	Anal. Fam. Pl.: 20, 25. 1829	nom. cons.
Cyananthaceae J. Agardh	Theoria Syst. Pl.: 384. Apr-Sep 1858.	
Cyanastraceae Engl.	in Bot. Jahrb. Syst. 28: 357. 22 Mai 1900	nom. cons.
Cyanellaceae Salisb.	Gen. Pl.: 46. 15-31 Mai 1866.	
Cyatheaceae Kaulf.	Wesen Farrenkr.: [119]. Jul-Sep 1827.	
Cycadaceae Pers.	Syn. Pl. 2: 630. Sep 1807	nom. cons.
Cyclanthaceae Poit. ex A. Rich.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 5: 222. 15 Mai 1824	nom. cons.
Cyclantheraceae Lilja	Skånes Fl., ed. 2: 716, 980. Apr-Dec 1870.	
Cyclocheilaceae Marais	in Kew Bull. 35: 805. 28 Apr 1981.	
Cydoniaceae Schnizl.	Anal. Nat. Ordn. Gew.: 14. 1856.	
Cymodoceaceae Vines	Stud. Text-book Bot. 2: 553. Mar 1895	nom. cons.
Cynanchaceae G. Mey.	Chloris Han.: 245, 251. Jul-Aug 1836.	
Cynaraceae Spenn.	Handb. Angew. Bot. 1: 296. 1-19 Jul 1834.	
Cynodontaceae Link	Hort. Berol. 1: 51, 269. 1 Oct-27 Nov 1827.	
Cynoglossaceae Döll	Rhein. Fl.: 406. 24-27 Mai 1843.	
Cynomoriaceae Endl. ex Lindl.	Nix. Pl.: 23. 17 Sep 1833	nom. cons.
Cynosuraceae Link	Hort. Berol 1: 271. 1 Oct-27 Nov 1827.	
Cyperaceae Juss.	Gen. Pl.: 26. 4 Aug 1789	nom. cons.
Cyphiaceae A. DC.	in A. P. de Candolle, Prodr. 7(2): 497. late Dec 1839.	
Cyphocarpaceae Reveal & Hoogland	in Phytologia 79: 74. 29 Apr 1996.	
Cypripediaceae Lindl.	Nix. Pl.: 22. 17 Sep 1833.	
Cyrillaceae Lindl.	Veg. Kingd.: 445. 14-28 Mar 1846	nom. cons.
Cyrtandraceae Jack	in Trans. Linn. Soc. London 14: 23. 1823.	
Cyrtanthaceae Salisb.	Gen. Pl.: 138. 15-31 Mai 1866.	
Cystodiaceae J. R. Croft	in Kew Bull. 41: 797. 20 Oct 1986.	
Cystopteridaceae Schmakov	in Turczaninowia 4: 60. 15 Mai 2001.	
Cytinaceae A. Rich.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 5: 301. 15 Mai 1824.	
Cytisaceae Bercht. & J. Presl	Přir. Rostlin: 229. Jan-Apr 1820.	
Dacrycarpaceae Melikian & A. V. Bobrov	in Bot. Zhurn. (Moscow & Leningrad) 85(7): 59. 1 Sep 2000.	
Dactylanthaceae Takht.	Sist. Magnoliof. [Syst. Magnolioph.]: 43. 24 Jun 1987.	
Dalbergiaceae Mart.	Consp. Regn. Veg.: 34. Sep-Oct 1835.	
Daleaceae Bercht. & J. Presl	Přir. Rostlin: 230. Jan-Apr 1820.	
Damasoniaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 213. 20 Jul 1943.	
Danaeaceae C. Agardh	Aphor. Bot.: 117. 19 Jun 1822.	
Daphnaceae Vent.	Tabl. Règne Vég. 2: 235. 5 Mai 1799.	
Daphniphyllaceae Müll.-Arg.	in A. P. de Candolle & A. L. P. P. de Candolle, Prodr. 16(1): 1. med. Nov 1869	nom. cons.
Dasypogonaceae Dumort.	Anal. Fam. Pl.: 54, 55. 1829.	
Datiscaceae Dumort.	Anal. Fam. Pl.: 13, 14. 1829	nom. cons.
Daturaceae Bercht. & J. Presl	Přir. Rostlin: 243. Jan-Apr 1820.	
Daucaceae Martinov	Tekhno-Bot. Slovar: 183. 3 Aug 1820.	
Davalliaceae M. R. Schomb.	Reis. Br.-Guiana 2: 883. 12-15 Jul 1848.	
Davidiaceae H. L. Li	in Lloydia 17: 330. 18 Mar 1955.	
Davidsoniaceae Bange	in Blumea 7: 294. 1 Sep 1952.	
Decaisneaceae Loconte	in Pl. Syst. Evol. 9: 105. Dec 1995.	
Deeringiaceae J. Agardh	Theoria Syst. Pl.: 369. Apr-Sep 1858.	
Degeneriaceae I. W. Bailey & A. C. Sm.	in J. Arnold Arbor. 23: 357. 15 Jul 1942	nom. cons.
Delimaceae Mart.	Consp. Regni Veg.: 39. Sep-Oct 1835.	
Delphiniaceae Brenner	Florist. Handb.: 52. 1886.	
Dendrophthoaceae Tiegh.	in Bot. Jahresber. (Just) 24(2): 291. 1898.	
Dennstaedtiaceae Lotsy	Vortr. Bot. Stammesgesch. 2: 655. 9 Aug 1909.	
Desfontainiaceae Endl.	in L. K. G. Pfeiffer, Nomencl. Bot. 1: 1037. 3 Oct 1873	nom. cons.
Detariaceae J. Hess	Uebers. Phan. Nat. Pfl.-Fam.: 46. 11-16 Aug 1832.	
Dialypetalanthaceae Rizzini & Occhioni	in Lilloa 17: 253. 30 Dec 1948	nom. cons.
Dianellaceae Salisb.	Gen. Pl.: 66. 15-31 Mai 1866.	
Dianthaceae Vest	Anleit. Stud. Bot.: 271, 293. 1818.	
Diapensiaceae Lindl.	Nat. Syst. Bot., ed. 2: 233. 13 Jun 1836	nom. cons.
Dichapetalaceae Baill.	in C. F. P. von Martius, Fl. Bras. 12(1): 365. 1 Apr 1886	nom. cons.
Dichondraceae Dumort.	Anal. Fam. Pl.: 20, 24. 1829	nom. cons.
Dicksoniaceae M. R. Schomb.	Reis. Br.-Guiana 2: 1047. 12-15 Jul 1848	nom. cons.
Diclidantheraceae J. Agardh	Theoria Syst. Pl.: 195. Apr-Sep 1858	nom. cons.
Dicranopteridaceae Ching ex Doweld	Tent. Syst. Pl. Vasc.: x. 23 Dec 2001.	
Dictamnaceae Vest	Anleit. Stud. Bot.: 269, 287. 1818.	
Didiereaceae Radlk.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. III, 5: 462. 23 Apr 1896	nom. cons.
Didymelaceae Leandri	in Ann. Sci. Nat. Bot., sér. 10, 19: 316. Mai 1937.	
Didymocarpaceae D. Don	in Edinburgh Philos. J. 7: 83. 1822.	
Diegodendraceae Capuron	in Adansonia, ser. 2, 3: 392. Oct-Dec 1964.	
Diervillaceae Pyck	in A. Backlund & N. Pyck in Taxon 47: 658. 13 Aug 1998.	
Digitalidaceae Martinov	Tekhno-Bot. Slovar: 202. 3 Aug 1820.	
Dilatridaceae M. Roem.	Handb. Allg. Bot. 3: 476. 1840.	
Dilleniaceae Salisb.	Parad. Lond. 2: ad t. 73. 1 Jun 1807	nom. cons.
Dioaceae Doweld	Tent. Syst. Pl. Vasc.: xv. 23 Dec 2001.	
Dionaeaceae Raf.	Fl. Tellur. 3: 35. Nov-Dec 1837.	
Dioncophyllaceae Airy Shaw	in Kew Bull. 6: 333. 26 Jan 1952	nom. cons.
Dioscoreaceae R. Br.	Prodr.: 294. 27 Mar 1810	nom. cons.
Diosmaceae R. Br. ex Bartl.	Ord. Nat. Pl.: 229, 386. Sep 1830.	
Diospyraceae Vest	Anleit. Stud. Bot.: 271, 294. 1818.	
Dipentodontaceae Merr.	in Brittonia 4: 69, 73. 16 Dec 1941	nom. cons.
Diphylleiaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 328. 30 Jan-10 Feb 1832.	
Diplolaenaceae J. Agardh	Theoria Syst. Pl.: 229. Apr-Sep 1858.	
Dipsacaceae Juss.	Gen. Pl.: 194. 4 Aug 1789	nom. cons.
Dipteridaceae Seward & E. Dale	in Philos. Trans., ser. B, 194: 487, 499, 502. Dec 1901.	
Dipterocarpaceae Blume	Bijdr.: 222. 20 Sep-7 Dec 1825	nom. cons.
Dirachmaceae Hutch.	Fam. Fl. Pl., ed. 2: 248. 4 Jun 1959.	
Disanthaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 246. 20 Jul 1943.	
Dodonaeaceae Kunth ex Small	Fl. S.E. U.S.: 724, 737. 22 Jul 1903	nom. cons.
Dombeyaceae Kunth	in Desfontaines, Tabl. Ecole Bot., ed. 3: 252. 15-21 Mar 1829	nom. cons. prop.
Donatiaceae B. Chandler	in Notes Roy. Bot. Gard. Edinburgh 5: 44. Nov 1911	nom. cons.
Dorsteniaceae Chevall.	Fl. Gén. Env. Paris 2: 376. 1827.	
Dortmannaceae Rupr.	Fl. Ingr.: 649. Mai 1856.	
Doryanthaceae R. Dahlgren & Clifford	in R. Dahlgren & al., Fam. Monocot.: 175. 1985.	
Drabaceae Martinov	Tekhno-Bot. Slovar: 215. 3 Aug 1820.	
Dracaenaceae Salisb.	Gen. Pl.: 73. 15-31 Mai 1866	nom. cons.
Dracontiaceae Salisb.	Gen. Pl.: 7. 15-31 Mai 1866.	
Drimyidaceae Baill.	in Adansonia 7: 383, 384. Aug 1867.	
Droseraceae Salisb.	Parad. Lond. 2: ad t. 95. 1 Feb 1808	nom. cons.
Drosophyllaceae Chrtek	Slavíková & Studnička in Preslia 61: 122. 10 Apr 1989.	
Dryadaceae Gray	Nat. Arr. Brit. Pl. 2: 395, 577. 10 Jan 1822.	
Drynariaceae Ching	in Acta Phytotax. Sin. 16(4): 19. Nov 1978.	
Dryopteridaceae Herter	in Rev. Sudamer. Bot. 9: 15. 1949	nom. cons.
Duabangaceae Takht.	Florist. Reg. World: 332. 27 Apr 1986.	
Duckeodendraceae Kuhlm.	in Arq. Serv. Florest. 3: 7. 1950.	
Durantaceae J. Agardh	Theoria Syst. Pl.: 295. Apr-Sep 1858.	
Durionaceae Cheek	Kew Bull. 61: 443. 8 Dec 2006.	
Dysphaniaceae Pax	in Bot. Jahrb. Syst. 61: 230. 15 Jun 1927	nom. cons.
Ebenaceae Gürcke	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. IV, 1: 153. Dec 1891	nom. cons.
Eccremidaceae Doweld	New Syllabus Pl. Fam.: 942. Apr 2007.	
Ecdeiocoleaceae D. F. Cutler & Airy Shaw	in Kew Bull. 19: 495. 26 Jul 1965.	
Echiaceae Raf.	Fl. Tellur. 2: 61. Jan-Mar 1837.	
Echinariaceae Link	Hort. Berol. 1: 271. 1 Oct-27 Nov 1827.	
Echinopaceae Bercht. & J. Presl	Přir. Rostlin: 255. Jan-Apr 1820.	
Ehretiaceae Mart.	Nov. Gen. Sp. Pl. 2: 136, 138. Sep 1827	nom. cons.
Ehrhartaceae Link	Hort. Berol. 1: 271. 1 Oct-27 Nov 1827.	
Elaeagnaceae Juss.	Gen. Pl.: 74. 4 Aug 1789	nom. cons.
Elaeocarpaceae Juss.	in A. P. de Candolle, Essai Propr. Méd. Pl., ed. 2: 87. 11 Mai 1816	nom. cons.
Elaphoglossaceae Pic. Serm.	in Webbia 23: 209. 20 Nov 1968.	
Elatinaceae Dumort.	Anal. Fam. Pl.: 44, 49. 1829	nom. cons.
Elegiaceae Raf.	Fl. Tellur. 4: 32, 33. med. 1838.	
Ellisiophyllaceae Honda	in M. Honda & M. Sakisaka, Daikou Nippon Shokubutsu Bunraigaku [Syst. Pl. Japon.]: 372. 25 Apr 1930.	
Elodeaceae Dumort.	Anal. Fam. Pl.: 54. 1829.	
Elytranthaceae Tiegh.	in Oesterr. Bot. Z. 46: 368. Oct 1896.	
Embeliaceae J. Agardh	Theoria Syst. Pl.: 140. Apr-Sep 1858.	
Emblingiaceae Airy Shaw	in Kew Bull. 18: 257. 8 Dec 1965.	
Emmotaceae Tiegh.	in Bot. Jahresb. 25(2): 406. 19 Jan 1900.	
Empetraceae Hook. & Lindl.	in W. J. Hooker, Fl. Scot.: 297. 10 Mai 1821	nom. cons.
Encephalartaceae Schimp. & Schenk	in K. A. Zittel, Handb. Palaeontol., Palaeophyt. 2: 215. 1880.	
Engelhardtiaceae Reveal & Doweld	in Novon 9: 552. 30 Dec 1999.	
Enhalaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 210, 211. 20 Jul 1943.	
Epacridaceae R. Br.	Prodr.: 535. 27 Mar 1810	nom. cons.
Ephedraceae Dumort.	Anal. Fam. Pl.: 11, 12. 1829	nom. cons.
Ephemeraceae Batsch	Tab. Affin. Regni Veg.: 125. 2 Mai 1802	nom. rej.
Epilobiaceae Vent.	Tabl. Règne Vég. 3: 307. 5 Mai 1799.	
Epimediaceae Menge	Cat. Pl. Grudent. Gedan.: 122. 1839.	
Equisetaceae Michx. ex DC.	Essai Propr. Méd. Pl.: 49. Jul 1804.	
Eragrostidaceae Herter	in Revista Sudamer. Bot. 6: 145. Jun 1940.	
Eremolepidaceae Tiegh. ex Nakai	in Bull. Natl. Sci. Mus. Tokyo 31: 48. Mar 1952.	
Eremosynaceae Dandy	in J. Hutchinson, Fam. Fl. Pl., ed. 2: 460. 4 Jun 1959.	
Ericaceae Juss.	Gen. Pl.: 159. 4 Aug 1789	nom. cons.
Erinaceae Duvau	in L. K. G. Pfeiffer, Nomencl. Bot. 1: 1236. 16 Jan 1874.	
Eriocaulaceae Martinov	Tekhno-Bot. Slovar: 237. 3 Aug 1820	nom. cons.
Eriogonaceae G. Don	in R. Sweet, Hort. Brit., ed. 3: 580. 23 Oct 1839.	
Eriospermaceae Lem.	in V. V. D. d’Orbigny, Dict. Univ. Hist. Nat. 5: 402. 29 Mar 1845.	
Erodiaceae Horan.	Char. Ess. Fam.: 192. 30 Jun 1847.	
Erycibaceae Endl. ex Meisn.	Pl. Vas. Gen.: Tab. Diagn. 272, Comm. 185. 5-11 Apr 1840.	
Eryngiaceae Bercht. & J. Presl	Přir. Rostlin: 259. Jan-Apr 1820.	
Erysimaceae Martinov	Tekhno-Bot. Slovar: 238. 3 Aug 1820.	
Erythroniaceae Martinov	Tekhno-Bot. Slovar: 238. 3 Aug 1820.	
Erythropalaceae Planch. ex Miq.	Fl. Ned. Ind. 1: 704. 10 Jul 1856	nom. cons.
Erythrospermaceae Doweld	Tent. Syst. Pl. Vasc.: xxxii. 23 Dec 2001.	
Erythroxylaceae Kunth	in F. W. H. A. von Humboldt, A. J. A. Bonpland & C. S. Kunth, Nov. Gen. Sp. Pl. 5: ed. fol.: 135, ed. qu.: 175. 25 Feb 1822	nom. cons.
Escalloniaceae R. Br. ex Dumort.	Anal. Fam. Pl.: 35, 37. 1829	nom. cons.
Eschscholziaceae Ser.	Fl. Jard. 2: 106. Apr 1847.	
Eucomidaceae Salisb.	Gen. Pl.: 16. 15-31 Mai 1866.	
Eucommiaceae Engl.	Syllabus, ed. 6: 145. Jun-Dec 1909	nom. cons.
Eucryphiaceae Gay	in Bot. Zeitung (Berlin) 6: 130. 18 Feb 1848	nom. cons.
Eugeniaceae Bercht. & J. Presl	Přir. Rostlin 2: 378. 1825.	
Euonymaceae Juss. ex Bercht. & J. Presl	Přir. Rostlin: 2(110): 438, 439. 1825.	
Eupatoriaceae Bercht. & J. Presl	Přir. Rostlin: 253. Jan-Apr 1820.	
Euphorbiaceae Juss.	Gen. Pl.: 384. 4 Aug 1789	nom. cons.
Euphrasiaceae Martinov	Tekhno-Bot. Slovar: 239. 3 Aug 1820.	
Euphroniaceae Marc.-Berti	in Pittieria 18: 16. Nov 1989.	
Eupomatiaceae Orb.	Dict. Univ. Hist. Nat. 5: 511. 29 Mar 1845	nom. cons.
Eupteleaceae K. Wilh.	Samenpflanzen: 17. Oct 1910	nom. cons.
Euryalaceae J. Agardh	Theoria Syst. Pl.: 51. Apr-Sep 1858.	
